random_num,股票编号,上市年限,所属行业,所属概念板块,code,上市年限计算
232,234,1997-01-24,批发和零售业,东北振兴;金融改革;中日韩自贸区;征信,000679.SZ,21
2164,235,1997-08-07,金融业,MSCI大盘;国家队;可转债;融资融券标的;融资融券;预增;标普道琼斯概念,600109.SH,21
745,236,2009-08-21,制造业,制造业单项冠军企业;机床;标普道琼斯概念,002283.SZ,9
897,237,2010-06-18,制造业,,002435.SZ,8
2202,238,1998-06-16,批发和零售业,护城河;360概念;国家队;地方国企;一线龙头;大盘蓝筹;融资融券标的;标普道琼斯概念;融资融券;福建自贸区,600153.SH,20
2987,239,1994-03-24,批发和零售业,流感;医疗改革;白马股;地方国企;含H股的A股;一线龙头;医保概念;融资融券;上海国资改革;标普道琼斯概念;行业龙头;MSCI大盘;基金重仓(季调);浦东新区;证金概念;医药电商;国家队;融资融券标的;护城河;上海本地重组;仿制药,601607.SH,24
3188,240,2016-12-27,制造业,标普道琼斯概念,603298.SH,2
1048,241,2011-06-10,制造业,体育;绿色节能照明;世界杯;员工持股;股票质押,002587.SZ,7
2451,242,2003-03-11,制造业,半导体产业;国家队;核高基;磷酸铁锂电池;半导体分立器件;科技龙头;芯片国产化;预减;标普道琼斯概念;MSCI中盘;OLED;融资融券标的;融资融券;车联网;5G应用;传感器;绿色节能照明;消费电子产业;并购阶段(需定增);集成电路,600460.SH,15
1152,243,2012-07-31,制造业,煤矿智能;举牌;预增;国家队;京津冀一体化,002691.SZ,6
455,244,2000-08-07,信息传输、软件和信息技术服务业,融资融券标的;科技龙头;智能IC卡;物联网;大盘蓝筹;数字中国;国家队;股票质押;数字货币;融资融券;移动支付;金融科技;食药品溯源;护城河;标普道琼斯概念;二线龙头;新零售;5G应用;MSCI中盘,000997.SZ,18
803,245,2010-01-22,制造业,并购阶段(需定增);OLED材料;石墨烯;预减;标普道琼斯概念;锂电池;OLED;国产化创新;超涨;新材料,002341.SZ,8
896,246,2010-06-18,制造业,标普道琼斯概念;国家队,002434.SZ,8
2134,247,1997-05-26,制造业,大盘蓝筹;国产软硬件;激光,600076.SH,21
624,248,2007-08-21,制造业,超涨;物联网;车联网;新零售;食药品溯源;5G应用;融资融券标的;高铁;国家队;融资融券;智能交通;迪士尼,002161.SZ,11
3318,249,2016-12-01,制造业,标普道琼斯概念;小盘成长;超涨;安防监控;预减,603660.SH,2
1840,250,2015-06-12,制造业,网络安全;3D传感;新零售;国家队;并购阶段(需定增);超涨;生物识别;人工智能,300479.SZ,3
2634,251,1993-09-24,房地产业,上海国资改革;并购阶段(需定增);重组;上海本地重组;大盘蓝筹;新型城镇化;地方国企;迪士尼;预增;国家队,600675.SH,25
1598,252,2011-06-22,制造业,高铁,300234.SZ,7
134,253,1993-12-08,电力、热力、燃气及水生产和供应业,环保概念;可转债;白马股;污水处理;地方国企,000544.SZ,25
2241,254,1999-09-16,制造业,地方国企;基金重仓(季调);标普道琼斯概念;预增;白马股;融资融券标的;融资融券;可转债;含可转债;白酒,600197.SH,19
597,255,2007-05-16,制造业,国家队;*ST;天津自贸区;电路板;ST概念;地方国企;天津市国资;债转股;大飞机;超涨;重组,002134.SZ,11
2619,256,1992-09-02,批发和零售业,迪士尼;MSCI中盘;护城河;蚂蚁金服;国家队;融资融券标的;黄金珠宝;融资融券;并购阶段(需定增);重组;大盘蓝筹;标普道琼斯概念,600655.SH,26
710,257,2008-06-12,制造业,预增;小盘成长;网络游戏;股权转让;中小创蓝筹;标普道琼斯概念,002247.SZ,10
3168,258,2017-04-18,制造业,行业龙头;次新股;制造业单项冠军企业;标普道琼斯概念;可转债;二线龙头;含可转债,603225.SH,1
627,259,2007-08-23,制造业,预增;智能物流;重组;股票质押;供应链金融,002164.SZ,11
1728,260,2014-01-23,信息传输、软件和信息技术服务业,智能电网;在线教育;股票质押;小盘成长;基金重仓(季调);特高压;军民融合,300365.SZ,4
3052,261,2006-12-20,电力、热力、燃气及水生产和供应业,含H股的A股;央企;陆股通50;煤电重组;大央企重组;火电;国家队;CDM项目;标普道琼斯概念;行业龙头;融资融券;融资融券标的,601991.SH,12
3300,262,2017-02-13,制造业,,603615.SH,1
2297,263,2000-07-20,制造业,预增;标普道琼斯概念;融资融券标的;国家队;绿色节能照明;大盘蓝筹;融资融券,600261.SH,18
1535,264,2011-02-01,信息传输、软件和信息技术服务业,预减;国产软硬件;5G应用;融资融券标的;融资融券;员工持股,300170.SZ,7
573,265,2007-01-26,制造业,并购阶段(需定增);融资融券标的;融资融券;地方国企;可转债;中小创蓝筹;大盘蓝筹;二线龙头;MSCI中盘;标普道琼斯概念,002110.SZ,11
3295,266,2017-10-25,制造业,近端次新股;小盘成长;次新股,603607.SH,1
533,267,2006-10-12,制造业,ST概念;小金属;重组;锂电池;锂矿;磷酸铁锂电池,002070.SZ,12
3031,268,2008-02-01,采矿业,融资融券标的;标普道琼斯概念;煤电重组;中字头;证金概念;国家队;央企;行业龙头;甲醇;含H股的A股;大央企重组;融资融券,601898.SH,10
566,269,2007-01-10,制造业,股票质押;金融科技;区块链;网红经济;文化传媒概念;基金重仓(季调),002103.SZ,11
748,270,2009-08-28,制造业,员工持股;制造业单项冠军企业;民营银行;出口型企业;股权转让;国家队,002286.SZ,9
2941,271,2017-03-31,水利、环境和公共设施管理业,环保概念;次新股;地方国企;标普道琼斯概念;含可转债;上海国资改革;医废处理;浦东新区;垃圾发电;国家队,601200.SH,1
2552,272,2002-08-16,制造业,大央企重组;央企;预减;新疆振兴;大盘蓝筹;小盘成长,600581.SH,16
2859,273,2004-07-13,农、林、牧、渔业,标普道琼斯概念;预增,600965.SH,14
2302,274,1999-11-18,制造业,超涨;充电桩;智能电网;国资改革;轨道交通;特高压;央企,600268.SH,19
2201,275,1998-06-09,制造业,人民币贬值;石墨烯,600152.SH,20
2767,276,1994-01-28,房地产业,ST概念;最小市值;*ST;借壳上市;重组;超涨,600817.SH,24
3422,277,2017-04-10,制造业,次新股,603906.SH,1
1999,278,2017-05-05,科学研究和技术服务业,高送转概念;小盘绩优;装饰园林;次新股,300649.SZ,1
1015,279,2011-02-25,采矿业,LNG;可燃冰;人民币贬值;页岩气,002554.SZ,7
767,280,2009-11-06,房地产业,超涨;券商重仓;特色小镇;标普道琼斯概念,002305.SZ,9
2702,281,1996-08-28,制造业,移动互联网;生物识别;超涨;车联网;股票质押;半导体分立器件;消费电子代工;5G应用;消费电子产业;智能手表;科技龙头;涉矿;预增;员工持股;股权转让;养老产业,600745.SH,22
170,282,1996-03-27,农、林、牧、渔业,光伏;国家队;赛马;员工持股;标普道琼斯概念;重组;福建自贸区;股票质押;融资融券标的;融资融券;民营医院,000592.SZ,22
3170,283,2015-05-15,制造业,地方国企,603227.SH,3
729,284,2008-08-13,电力、热力、燃气及水生产和供应业,融资融券标的;地方国企;标普道琼斯概念;国家队;融资融券,002267.SZ,10
2823,285,1995-11-15,制造业,标普道琼斯概念;高送转概念;融资融券;大飞机;融资融券标的;MSCI中盘;航母;基金重仓(季调);高端装备制造;预增;十大军工集团;卫星导航;央企,600879.SH,23
2015,286,2017-06-15,制造业,半导体产业;超涨;国产化创新;液晶显示;芯片国产化;次新股;半导体材料,300666.SZ,1
1066,287,2011-08-05,制造业,基因检测;干细胞;CAR-T疗法;生物疫苗;百度概念;网络彩票;超涨;世界杯;股票质押;预增;网络游戏;共享单车,002605.SZ,7
1399,288,2009-12-25,信息传输、软件和信息技术服务业,金融科技;超涨;基金重仓(季调);融资融券标的;互联网金融;科技龙头;数字中国;MSCI中盘;融资融券;一线龙头;长三角;国家队;护城河;行业龙头,300033.SZ,9
631,289,2007-09-19,制造业,预减;国家队;重组;新材料;股权转让;珠三角;体育;锂电池;标普道琼斯概念,002168.SZ,11
3328,290,2017-06-21,制造业,次新股;预增,603679.SH,1
172,291,1996-04-19,制造业,*ST;高铁;ST概念,000595.SZ,22
3024,292,2017-06-26,金融业,次新股;标普道琼斯概念;地方国企;沪伦通;含可转债;超涨,601878.SH,1
3127,293,2015-06-29,制造业,预减,603116.SH,3
2688,294,1996-08-02,制造业,地方国企;虫害防治,600731.SH,22
1542,295,2011-02-15,制造业,轨道交通;员工持股;机器视觉;国家队;卫星导航,300177.SZ,7
2432,296,2003-07-24,制造业,新疆振兴;水泥;预增;国家队;ST概念;一带一路;地方国企;*ST;西部水泥,600425.SH,15
3204,297,2016-07-28,信息传输、软件和信息技术服务业,5G;超涨;网络规划建设;小基站;网络优化;4G,603322.SH,2
2609,298,1993-04-26,电力、热力、燃气及水生产和供应业,成渝特区,600644.SH,25
2707,299,1996-09-23,制造业,融资融券;医疗改革;融资融券标的;预增;医保概念;白马股;国家队;地方国企;标普道琼斯概念,600750.SH,22
1528,300,2011-01-13,制造业,重组;股票质押;新材料;建筑节能,300163.SZ,7
2928,301,2009-12-25,电力、热力、燃气及水生产和供应业,融资融券;深圳市国资;融资融券标的;广东省国资;国家队;大盘蓝筹;地方国企;标普道琼斯概念,601139.SH,9
2456,302,2004-04-05,农、林、牧、渔业,融资融券标的;融资融券;预增;反关税,600467.SH,14
1546,303,2011-02-22,制造业,股票质押;国产化创新;CAR-T疗法;医疗改革;创新药;医保概念;基因检测;预增,300181.SZ,7
541,304,2006-11-16,制造业,二线龙头;MSCI中盘;可转债;融资融券标的;含可转债;标普道琼斯概念;预增;社保重仓;基金重仓(季调);护城河;行业龙头;融资融券;大盘蓝筹;中小创蓝筹,002078.SZ,12
3145,305,2014-11-27,制造业,,603166.SH,4
702,306,2008-05-22,制造业,高送转概念;新能源汽车;涉矿;标普道琼斯概念;券商重仓;预增;超涨;股票质押,002239.SZ,10
2218,307,1998-09-24,制造业,物联网;半导体产业;超涨;上海本地重组;集成电路;国家队;标普道琼斯概念;液晶显示;融资融券标的;央企;融资融券;半导体分立器件;5G应用;车联网,600171.SH,20
84,308,1996-08-12,批发和零售业,国家队;O2O;第三方支付;融资融券;标普道琼斯概念;地方国企;融资融券标的,000417.SZ,22
1175,309,2014-01-28,制造业,黄金珠宝;标普道琼斯概念;超跌,002716.SZ,4
151,310,1994-01-10,批发和零售业,标普道琼斯概念;股票质押,000564.SZ,24
1439,311,2010-04-27,信息传输、软件和信息技术服务业,融资融券;融资融券标的;股权转让;在线教育;超涨;智慧医疗;智慧城市;K-12教育;机器视觉;生物识别,300074.SZ,8
827,312,2010-03-05,制造业,举牌;标普道琼斯概念;预减;国家队,002365.SZ,8
1731,313,2014-01-23,制造业,互联网金融;国家队;金融科技,300368.SZ,4
2879,314,2004-04-14,采矿业,高送转概念;固废处理;人民币贬值;超涨;股票质押;精准扶贫;黄金珠宝;标普道琼斯概念;军民融合,600988.SH,14
1582,315,2011-05-18,制造业,员工持股;最小市值;预增;股票质押;国家队;制造业单项冠军企业,300218.SZ,7
647,316,2007-11-16,制造业,机器视觉;机器人;人工智能;超涨;军民融合;智能电网;工业4.0,002184.SZ,11
220,317,1996-12-10,文化、体育和娱乐业,含可转债;融资融券标的;蚂蚁金服;地方国企;融资融券;标普道琼斯概念;超涨;文化传媒概念;三网融合;预增;广电系;可转债;虚拟现实,000665.SZ,22
925,318,2010-08-18,制造业,预增;标普道琼斯概念;基站;合资企业;电路板;超涨;消费电子产业;国家队;大盘蓝筹;高频PCB,002463.SZ,8
1232,319,2015-12-31,信息传输、软件和信息技术服务业,军民融合;智慧医疗;高送转概念;国产软硬件;超涨;高校,002777.SZ,3
864,320,2010-05-11,制造业,5G应用;预增;员工持股;智能家居;消费电子产业;建筑节能;标普道琼斯概念;智能音箱;半导体产业;物联网;超涨,002402.SZ,8
421,321,1999-12-09,制造业,员工持股;超涨,000955.SZ,19
2198,322,1999-10-14,综合,京津冀一体化;ST概念;*ST;预减;雄安新区;举牌;河北省国资;地方国企,600149.SH,19
2778,323,1994-02-24,批发和零售业,成渝特区;标普道琼斯概念;预增;股票质押;合资企业,600828.SH,24
3183,324,2017-11-13,制造业,近端次新股;次新股;含可转债;预增,603278.SH,1
904,325,2010-07-06,制造业,预减;炭黑;京津冀一体化,002442.SZ,8
2935,326,2010-10-11,制造业,制造业单项冠军企业;债转股;地方国企,601177.SH,8
1253,327,2016-05-30,交通运输、仓储和邮政业,新疆振兴;智能物流;物流骨干网,002800.SZ,2
2385,328,2000-10-30,制造业,预减;融资融券标的;标普道琼斯概念;稀土永磁;融资融券,600366.SH,18
2837,329,1996-04-08,制造业,航空发动机;护城河;高端装备制造;国家队;标普道琼斯概念;十大军工集团;央企;基金重仓(季调);融资融券;MSCI大盘;航母;行业龙头;通用航空;融资融券标的;大央企重组;大飞机,600893.SH,22
1005,330,2011-01-28,信息传输、软件和信息技术服务业,云计算;5G;电路板;物联网;网络规划建设;超涨;珠三角;十大军工集团;央企;IPV6;知识产权;4G;标普道琼斯概念;三网融合;网络优化;国家队;移动互联网;预增,002544.SZ,7
2519,331,2004-03-24,制造业,融资融券;葡萄酒;地方国企;融资融券标的;举牌,600543.SH,14
1183,332,2014-01-29,制造业,预增;国家队,002725.SZ,4
2680,333,1996-07-16,批发和零售业,O2O;地方国企,600723.SH,22
135,334,1993-12-15,制造业,供应链金融;股票质押;钛白粉,000545.SZ,25
2213,335,1998-06-02,制造业,氢能;车联网;电动物流车;新能源整车;融资融券标的;融资融券;国家队;燃料电池;标普道琼斯概念;地方国企,600166.SH,20
3264,336,2016-05-03,制造业,卫星导航;超涨;预减;高送转概念;合资企业,603528.SH,2
1093,337,2011-11-22,制造业,股票质押;员工持股;国产化创新;超涨;锂电池,002632.SZ,7
363,338,1999-01-07,制造业,水泥;一带一路;央企;融资融券标的;新疆振兴;国家队;融资融券;标普道琼斯概念;丝绸之路;CDM项目;西部水泥,000877.SZ,19
3413,339,2016-10-28,信息传输、软件和信息技术服务业,标普道琼斯概念;高送转概念;文化传媒概念,603888.SH,2
1927,340,2016-12-06,制造业,光模块;新材料;光通信;高送转概念,300570.SZ,2
3172,341,2017-05-09,制造业,次新股;超涨;肺炎概念,603229.SH,1
3021,342,2007-12-12,交通运输、仓储和邮政业,融资融券;预增;浦东新区;央企;重组;大央企重组;阿里巴巴概念;MSCI大盘;人民币贬值;国家队;标普道琼斯概念;含H股的A股;中字头;融资融券标的;上海自贸区,601866.SH,11
3282,343,2016-12-14,制造业,标普道琼斯概念;虫害防治,603585.SH,2
1161,344,2012-09-21,电力、热力、燃气及水生产和供应业,一带一路;新疆振兴;LNG;国家队,002700.SZ,6
2298,345,2000-06-30,制造业,制造业单项冠军企业;预减;央企,600262.SH,18
968,346,2010-11-18,制造业,互联网金融;MSCI中盘;合资企业;光伏;行业龙头;能源互联网;异质结电池(HIT);标普道琼斯概念,002506.SZ,8
2660,347,1996-05-24,制造业,白酒;基金重仓(季调);融资融券;融资融券标的,600702.SH,22
61,348,2000-09-20,制造业,抗癌;医保概念,000153.SZ,18
1069,349,2011-08-10,电力、热力、燃气及水生产和供应业,中小创蓝筹;一线龙头;大盘蓝筹;地方国企;江苏省国资;标普道琼斯概念,002608.SZ,7
2541,350,2001-08-20,制造业,大盘蓝筹;地方国企;预减;一带一路;CDM项目,600569.SH,17
2758,351,1994-01-03,房地产业,360概念;预增;融资融券;股票质押;低价小市值;互联网金融;涉矿;融资融券标的,600807.SH,24
3186,352,2014-02-11,制造业,国家队;调味品;白马股;基金减持;品牌龙头;珠三角;富时罗素概念;大消费;证金概念;行业龙头;MSCI大盘;大盘蓝筹;标普道琼斯概念,603288.SH,4
2304,353,2000-12-28,交通运输、仓储和邮政业,国家队;融资融券标的;融资融券;物流骨干网;标普道琼斯概念;央企;智能物流;跨境电商,600270.SH,18
